tag,word,pos
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Pago,nc0s000
*,con,sp000
ad,250,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Igualmente,rg
*,cuida,vmip000
*,te,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jeje,np00000
af,sobres,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Oye,vsis000
*,amiga,nc0s000
*,no,rn
vr,sabes,vmip000
*,qe,pp000000
vr,paso,vmip000
*,con,sp000
*,lo,da0000
*,de,sp000
*,el,da0000
pr,viaje,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,Noo,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Te,pp000000
*,los,da0000
vr,vendo,vmip000
*,jaja,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Imediato,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Pago,nc0s000
*,exacto,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
*,estas,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,!!,f0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,cono,nc0s000
*,estas,dd0000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Todavia,rg
vr,vendes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Quieroun,np00000
ad,24,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
pr,Bud,np00000
pr,ligth,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
af,gracias,nc0p000
af,eres,vsip000
af,buena,aq0000
af,onda,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Si,cs
*,mandaran,vmsi000
*,la,da0000
pr,cervesa,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
*,no,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,Noo,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,estaa,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
*,estas,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Me,pp000000
vr,puedes,vmip000
vr,hacer,vmn0000
ad,un,di0000
pr,pedido,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Un,di0000
pr,30,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pago,nc0s000
*,con,sp000
*,300,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Imediato,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Me,pp000000
vr,puedes,vmip000
vr,mandar,vmn0000
ad,un,di0000
pr,12,z0
*,a,sp000
*,cerro,np00000
*,de,sp000
*,Santiago,np00000
*,3579,z0
*,y,cc
*,cerro,vmip000
*,de,sp000
*,canteras,nc0p000
*,col,aq0000
*,codigo,nc0s000
*,67182,z0
*,Penon,np00000
*,2,z0
*,feria,nc0s000
*,de,sp000
*,200,z0
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
pr,But,np00000
pr,ligth,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Alicia,np00000
*,Guadalupe,np00000
*,dimas,aq0000
*,colunga,vmsp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,gracias,nc0p000
*,nada,rg
*,mas,rg
ad,12,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,Anahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,me,pp000000
vr,llego,vmip000
af,mil,dn0000
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,que,cs
pr,promocion,rg
vr,tienes,vmip000
*,anahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,Nada,pi000000
*,mas,rg
*,el,da0000
ad,24,z0
*,por,sp000
ad,195,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,por,sp000
af,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
af,por,sp000
af,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Muchas,di0000
af,Gracias,np00000
*,anahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,buenas,aq0000
*,tardes,nc0p000
*,Anahi,np00000
*,el,da0000
ad,12,z0
-,en,sp000
ad,cuanto,pr000000
-,lo,pp000000
vr,tienes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
vr,manda,vmip000
vr,me,p0000000
*,los,pp000000
af,por,sp000
af,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Oye,vsis000
ng,no,rn
vb,tienes,vmip000
pr,doritos,nc0p000
ad,rojos,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,por,sp000
*,favor,nc0s000
*,y,cc
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Igual,rg
*,mente,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Muchasgracias,np00000
*,y,cc
*,oye,vmip000
*,en,sp000
*,caso,nc0s000
*,de,sp000
*,que,cs
*,yo,pp000000
*,no,rn
*,tenga,vmsp000
*,mail,nc0s000
*,que,pr000000
*,pasa,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ok,pp000000
*,no,rn
*,yo,pp000000
*,creo,vmip000
*,k,pi000000
*,no,rn
*,igual,aq0000
*,en,sp000
*,pero,cc
*,igual,aq0000
*,si,cs
*,esta,dd0000
*,bien,nc0s000
*,que,pr000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Claro,rg
*,que,cs
af,si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vb,Quiciera,vmsi000
ad,una,di0000
pr,promocion,nc0s000
*,pero,cc
*,podrias,aq0000
vb,mandar,vmn0000
vb,me,pp000000
*,la,pp000000
*,mas,rg
ad,tarde,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,ahorita,vmsp000
*,estoy,vmip000
*,trabajando,vmg0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
*,las,pp000000
vb,quiero,vmip000
*,a,sp000
*,las,da0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
ad,hoy,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Se,p0000000
*,podra,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,esta,dd0000
af,bien,nc0s000
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Oye,vsis000
*,la,da0000
vb,quisiera,vmsi000
*,a,sp000
*,las,da0000
ad,8,z0
ad,en,sp000
ad,punto,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
af,si,cs
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cualquier,di0000
*,cosa,nc0s000
*,te,p0000000
*,aviso,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,hasta,sp000
*,las,da0000
*,8,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Estare,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
*,a,sp000
*,ti,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,que,cs
*,tal,dd0000
*,buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Quiciera,vmsi000
ad,una,di0000
pr,promocion,nc0s000
*,de,sp000
ad,24,z0
*,mas,rg
ad,9,z0
*,de,sp000
pr,bud,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ah,i
af,ok,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jaja,np00000
*,que,pr000000
*,mala,aq0000
*,suerte,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jajaja,np00000
*,nombre,nc0s000
*,como,cs
*,crees,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Solo,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,que,pr000000
*,ha,vaip000
*,habido,vap0000
*,mucho,di0000
*,trabajo,nc0s000
*,y,cc
*,estoy,vmip000
*,aqui,vsis000
*,pegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Todo,di0000
*,el,da0000
*,dia,nc0s000
*,hasta,sp000
*,las,da0000
*,12,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
*,igual,rg
*,manana,nc0s000
*,te,p0000000
*,mando,vmip000
*,un,di0000
*,mensaje,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
vr,ver,vmn0000
af,si,cs
vr,hay,vaip000
ad,alguma,nc0s000
pr,promocion,aq0000
af,si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,muchas,aq0000
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
af,gracias,nc0p000
*,anahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
*,obtuviste,vmis000
*,mi,dp0000
*,numero,aq0000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Si,cs
*,porfa,nc0s000
*,para,sp000
*,saber,vmn0000
*,a,sp000
*,ver,vmn0000
*,si,cs
*,te,p0000000
*,pido,vmip000
*,algo,pi000000
*,en,sp000
*,un,di0000
*,rato,nc0s000
*,mas,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
*,que,cs
vr,vengas,nc0p000
*,por,sp000
*,unas,di0000
pr,chelas,np00000
*,haha,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,yo,pp000000
*,creo,vmip000
*,que,cs
af,si,cs
*,de,sp000
*,ratito,nc0s000
*,te,p0000000
*,mando,vmip000
*,un,di0000
*,whats,nc0p000
*,va,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
*,que,cs
*,seas,nc0p000
*,mi,dp0000
*,agente,nc0s000
*,de,sp000
*,ventas,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
af,esta,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,puedes,vmip000
vr,mandar,vmn0000
ad,un,di0000
ad,24,z0
*,de,sp000
pr,bud,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,mi,dp0000
ad,six,nc0n000
*,de,sp000
*,regalo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Por,sp000
*,primera,ao0000
*,compra,nc0s000
*,para,sp000
*,casa,nc0s000
*,de,sp000
*,mis,dp0000
*,papas,nc00000
*,jiji,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Con,sp000
pr,hielo,nc0s000
*,para,sp000
*,la,da0000
pr,hielera,nc0s000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cuanto,cs
*,seria,aq0000
*,en,sp000
*,total,aq0000
*,195,z0
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Te,pp000000
*,pago,nc0s000
*,con,sp000
*,200,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
pr,promo,vmsp000
vr,hay,vaip000
ad,hoy,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,ya,rg
*,no,rn
vr,hay,vaip000
*,nada,pi000000
*,de,sp000
pr,regalo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,a,sp000
*,que,cs
*,numero,np00000
*,pide,vmip000
*,una,di0000
*,promo,nc0s000
*,un,di0000
*,cliente,nc0s000
*,nuevo,aq0000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Seria,np00000
*,a,sp000
*,otra,di0000
*,direccion,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Este,pd000000
*,la,da0000
*,primera,ao0000
*,vez,nc0s000
*,estaba,vmii000
*,en,sp000
*,casa,nc0s000
*,de,sp000
*,mis,dp0000
*,papas,nc00000
*,pero,cc
*,ahora,rg
*,estoy,vmip000
*,en,sp000
*,mi,dp0000
*,casa,nc0s000
*,pero,cc
*,te,pp000000
*,puedo,vmip000
*,pedir,vmn0000
*,por,sp000
*,aqui,nc0s000
*,dandote,aq0000
*,mi,dp0000
*,direccion,nc0s000
*,y,cc
*,te,p0000000
*,doy,vmip000
*,el,da0000
*,nombre,nc0s000
*,de,sp000
*,mi,dp0000
*,vieja,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Seria,np00000
*,para,sp000
*,mas,rg
*,tarde,rg
*,pero,cc
*,te,pp000000
*,lo,pp000000
*,paso,nc0s000
*,de,sp000
*,una,di0000
*,vez,nc0s000
*,o,cc
*,hasta,sp000
*,mas,rg
*,tarde,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ahorita,vmm0000
*,esta,dd0000
*,jalando,vmg0000
*,sale,vmip000
*,a,sp000
*,las,da0000
*,6,z0
*,te,p0000000
*,lo,pp000000
*,paso,vmip000
*,y,cc
*,ya,rg
*,le,pp000000
*,marcan,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ilsse,np00000
*,ruiz,np00000
*,hernandez,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,8,z0
*,30,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pagare,np00000
*,con,sp000
*,500,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,8,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,no,rn
*,tengo,vmip000
*,pila,nc0s000
*,para,sp000
*,que,cs
*,le,pp000000
*,marquen,vmsp000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Noches,np00000
*,si,cs
*,mandaron,vmis000
*,mi,dp0000
*,pedido,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,No,rn
*,ha,vaip000
*,llegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,No,rn
*,le,pp000000
*,han,vaip000
*,marcado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ojala,np00000
*,no,rn
*,tarden,vmip000
*,ya,rg
*,estoy,vmip000
*,aqui,nc0s000
*,esperando,vmg0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,No,rn
*,han,vaip000
*,llegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ni,cc
*,han,vaip000
*,marcado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
af,porfa,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ahora,rg
*,que,pr000000
*,les,pp000000
*,pasooo,vmip000
*,nada,pi000000
*,que,pr000000
*,llegan,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,llegaron,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jeje,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Venia,np00000
*,llegando,vmg0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buen,aq0000
*,Que,cs
pr,promocion,vais000
vr,hay,vaip000
ad,ahorita,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Deja,vmip000
*,le,pp000000
*,hecho,aq0000
*,coco,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
*,puedes,vmip000
vr,mandar,vmn0000
ad,un,di0000
pr,24,z0
*,de,sp000
pr,bud,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,la,da0000
*,de,sp000
*,la,da0000
*,primera,ao0000
*,vez,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Con,sp000
pr,hielo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,En,sp000
*,cuanto,rg
*,llegan,vmip000
*,aproximadamente,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,llegaron,vmis000
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,tienen,vmip000
*,mis,dp0000
*,datos,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,pr000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
*,que,pr000000
pr,promos,vssp000
vr,tienes,vmip000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Nesesito,np00000
vr,checarlo,aq0000
*,por,sp000
*,que,cs
vr,estan,vmip000
*,casi,rg
*,igual,aq0000
*,que,pr000000
*,en,sp000
*,la,da0000
*,tienda,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
vr,esta,dd0000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,el,da0000
ad,24,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Cuanto,cs
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,el,da0000
ad,12,z0
pr,pack,nc0s000
*,de,sp000
pr,Modelo,np00000
pr,Especial,np00000
*,en,sp000
*,$,pi000000
ad,130,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,puedes,vmip000
vr,mandar,vmn0000
ad,una,di0000
pr,promo,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
pr,bud,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Cuanto,cs
vr,tardarian,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
ad,30,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
*,seguro,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
ng,no,rn
*,dura,vmip000
*,mas,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,vamos,vmip000
*,a,sp000
vr,pagar,vmn0000
ad,completo,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Disculpa,nc0s000
*,ya,rg
*,casi,rg
*,la,da0000
*,hora,nc0s000
*,y,cc
ng,no,rn
vr,han,vaip000
vr,llegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
vr,pasa,vmip000
*,me,pp000000
*,el,da0000
*,telefono,nc0s000
*,de,sp000
*,el,da0000
*,repartidor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
*,ya,rg
vr,llego,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
pr,Promociones,np00000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,pr000000
pr,promos,vssp000
vr,tienes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Buena,aq0000
pr,promo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jaja,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Algo,rg
af,mejor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
*,me,p0000000
vr,pidas,vmsp000
vr,ofrecer,vmn0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
pr,bud,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
vr,animar,vmn0000
*,me,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,la,da0000
*,misma,di0000
*,direccion,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Yo,pp000000
vr,estare,np00000
*,ahi,np00000
*,despues,rg
*,de,sp000
*,las,da0000
ad,ocho,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
*,el,da0000
ad,30,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,ay,i
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Entonces,rg
*,me,pp000000
*,lo,pp000000
vr,llevan,vmip000
*,despues,rg
*,de,sp000
*,las,da0000
ad,ocho,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Hoy,rg
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,se,p0000000
*,que,cs
vr,puedan,vmsp000
vr,mandar,vmn0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Hay,vaip000
*,opciones,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Voy,vmip000
*,seguido,vmp0000
*,a,sp000
*,el,da0000
*,pero,cc
*,pues,cs
pr,lentes,nc0p000
pr,hieleras,nc0p000
*,algo,pi000000
*,la,pp000000
pr,gorra,vmsp000
ng,no,rn
*,me,pp000000
vr,serviria,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Le,pp000000
vr,voy,vmip000
af,mas,rg
*,a,sp000
pr,lentes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,boletos,nc0p000
*,para,sp000
pr,hielera,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,dijieron,vmis000
*,que,cs
vr,tendrian,vmip000
*,presentes,aq0000
*,para,sp000
*,el,da0000
*,dia,nc0s000
*,de,sp000
*,las,da0000
*,madres,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Manana,np00000
vr,podrias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,las,da0000
ad,ocho,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,el,da0000
ad,tiempo,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Pagare,np00000
*,con,sp000
ad,200,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
vr,quiero,vmip000
ad,mas,rg
*,te,pp000000
vr,puedo,vmip000
