tag,word,pos
vr,avisar,vmn0000
-,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,hay,vaip000
*,nada,pi000000
*,extra,aq0000
*,si,cs
vr,recomiendo,vmg0000
*,gente,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
vr,recomendar,vmn0000
*,te,pp000000
*,a,sp000
*,mis,dp0000
*,amigas,nc0p000
*,jaja,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
*,es,vsip000
*,lo,da0000
*,mismo,di0000
af,si,cs
*,las,da0000
vr,encargo,nc0s000
*,yo,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
vr,que,pr000000
*,trata,vmip000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,ah,vmis000
*,en,sp000
*,serio,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Aparte,np00000
*,de,sp000
*,la,da0000
pr,promo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Haber,np00000
vr,manda,vmip000
vr,me,pp000000
*,la,da0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,como,cs
vr,hago,vmip000
*,valida,vmip000
*,la,da0000
pr,promocion,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,verdad,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Bueno,i
*,les,pp000000
vr,voy,vmip000
*,a,sp000
vr,decir,vmn0000
*,a,sp000
vr,ver,vmn0000
*,que,cs
*,dicen,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Por,sp000
*,lo,da0000
*,pronto,rg
*,asi,np00000
*,como,cs
vr,habiamos,van0000
vr,quedado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Oye,vmm0000
*,esa,dd0000
pr,promocion,nc0s000
*,como,cs
vr,esta,dd0000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
vr,trae,vmip000
ad,un,di0000
pr,cupon,nc0s000
*,gratis,rg
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Haaa,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
vr,tengo,vmip000
*,que,cs
vr,ir,vmn0000
*,a,sp000
*,la,da0000
*,tienda,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
vr,cambiar,vmn0000
vr,lo,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Es,vsip000
*,por,sp000
*,tel,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,En,sp000
*,serio,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
af,mejor,rg
*,ese,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,El,da0000
*,de,sp000
ad,235,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Haa,np00000
*,pero,cc
pr,dominos,np00000
ng,no,rn
vr,tiene,vmip000
*,para,sp000
*,aca,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Manana,np00000
*,a,sp000
*,las,da0000
ad,ocho,dn0000
*,entonces,rg
*,verdad,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ese,dd0000
af,mejor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Oye,vmm0000
*,aqui,nc0s000
vr,estan,vmip000
*,los,da0000
*,de,sp000
pr,modelo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Dicen,vmip000
*,que,cs
ng,no,rn
vr,traen,vmip000
*,mi,dp0000
pr,pedido,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
*,te,p0000000
*,lo,pp000000
vr,hice,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
ad,30,z0
pr,latas,nc0p000
*,con,sp000
ad,9,z0
*,de,sp000
*,regalo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
*,aqui,nc0s000
vr,estan,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
*,que,cs
ng,no,rn
vr,pedi,vmip000
*,esa,dd0000
pr,promo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,quieren,vmip000
vr,dejar,vmn0000
*,solo,aq0000
ad,30,z0
pr,latas,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Sin,sp000
*,las,da0000
ad,nueve,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
vr,paso,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,luego,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
vr,estan,vmip000
*,aqui,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
*,se,p0000000
vr,fue,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,haces,vmip000
*,el,da0000
pr,pedido,nc0s000
*,de,sp000
*,nuevo,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
*,que,cs
*,onda,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,se,p0000000
*,vale,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hoy,rg
vr,vengo,vmip000
*,en,sp000
*,friega,nc0s000
*,de,sp000
*,el,da0000
*,trabajo,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
*,lo,da0000
vr,hago,vmip000
*,por,sp000
*,telefono,nc0s000
*,el,da0000
pr,pedido,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
*,me,p0000000
vr,queria,vmip000
vr,dejar,vmn0000
*,las,da0000
ad,30,z0
*,nada,pi000000
*,mas,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,dijo,vmis000
*,que,cs
ng,no,rn
*,me,pp000000
vr,podia,vmip000
vr,dar,vmn0000
*,las,da0000
ad,nueve,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Quiero,vmip000
vr,hacer,vmn0000
*,un,di0000
pr,pedido,nc0s000
*,para,sp000
*,la,da0000
pr,promocion,nc0s000
*,de,sp000
*,los,da0000
pr,boletos,nc0p000
*,de,sp000
*,david,nc0s000
*,guetta,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Pedir,vmn0000
ad,600,z0
*,pesos,zm
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Es,vsip000
vr,compra,nc0s000
ad,nueva,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Estaba,vmii000
vr,haciendo,vmg0000
*,el,da0000
pr,pedido,nc0s000
*,por,sp000
*,la,da0000
*,app,nc0s000
*,pero,cc
vr,quise,vmis000
*,mejor,rg
*,asegurar,vmn0000
*,me,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Rio,np00000
*,Amazonas,np00000
*,117,z0
*,colonia,nc0s000
*,Roma,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Monterrey,np00000
*,nuevo,aq0000
*,leon,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Daniel,np00000
*,juventino,aq0000
*,Garza,np00000
*,Garza,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
ng,no,rn
*,me,pp000000
vr,puedes,vmip000
vr,enviar,vmn0000
*,los,da0000
ad,600,z0
*,pesos,zm
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
*,las,da0000
vr,podrian,vmip000
vr,enviar,vmn0000
*,a,sp000
*,el,da0000
ad,tiempo,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,pues,cs
*,los,da0000
ad,dos,dn0000
vr,estan,vmip000
af,bien,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Perfecto,aq0000
*,con,sp000
*,que,pr000000
*,me,p0000000
vr,asegures,vmsp000
*,que,cs
*,me,pp000000
vr,dan,vmip000
*,los,da0000
pr,boletos,nc0p000
vr,esta,dd0000
af,perfecto,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
*,ya,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,podrias,aq0000
vr,mandar,vmn0000
ad,un,di0000
ad,12,z0
ad,frio,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ah,i
af,perfecto,aq0000
vr,confio,vmip000
*,en,sp000
pr,modelo,nc0s000
pr,now,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,720,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Perfecto,aq0000
*,y,cc
*,como,cs
vr,esta,dd0000
*,la,da0000
*,mecanica,aq0000
*,de,sp000
*,los,da0000
pr,boletos,nc0p000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Perfecto,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Claro,rg
af,que,cs
af,si,cs
*,la,pp000000
vr,espero,vmip000
*,con,sp000
*,ansias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jaja,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Claro,rg
*,aqui,vmis000
*,en,sp000
*,la,da0000
*,mano,nc0s000
*,lo,pp000000
vr,tengo,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,PM,np00000
*,Las,pp000000
*,llamadas,nc0p000
*,y,cc
*,mensajes,nc0p000
*,enviados,aq0000
*,a,sp000
*,este,dd0000
*,chat,nc0s000
*,ahora,rg
vr,estan,vmip000
*,seguros,nc0p000
*,con,sp000
*,cifrado,aq0000
*,de,sp000
*,extremo,nc0s000
*,a,sp000
*,Toca,np00000
*,para,sp000
*,mas,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
*,me,pp000000
vr,llego,vmip000
*,pero,cc
ng,no,rn
*,me,p0000000
vr,llego,vmip000
*,el,da0000
ad,12,z0
ad,frio,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,No,rn
af,ya,rg
af,me,p0000000
vr,llego,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Esta,dd0000
af,bien,nc0s000
*,ya,rg
vr,puse,vmis000
*,a,sp000
vr,enfriar,vmn0000
*,unas,di0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Esta,dd0000
af,excelente,aq0000
*,muy,rg
ad,buena,aq0000
*,forma,nc0s000
af,los,da0000
af,felicito,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ahora,rg
vr,esperar,vmn0000
*,los,da0000
pr,boletos,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,te,pp000000
*,agradeceria,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Muy,rg
af,bien,rg
af,muchas,di0000
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,i
*,que,cs
vr,tengas,vmip000
*,un,di0000
ad,excelente,aq0000
ad,domingo,w
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,aun,rg
ng,no,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
*,me,pp000000
vr,preocupe,vmsp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Estare,np00000
*,en,sp000
*,la,da0000
*,oficina,nc0s000
*,si,cs
*,me,p0000000
*,los,pp000000
vr,pueden,vmip000
vr,llevar,vmn0000
*,antes,rg
*,de,sp000
*,las,da0000
ad,6,z0
*,ahi,np00000
vr,estare,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Pueda,vmp0000
vr,dar,vmn0000
vr,te,pp000000
*,una,di0000
*,direccion,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Porfavor,np00000
*,te,pp000000
af,agradeceria,aq0000
af,muchisimo,aq0000
*,que,pr000000
af,si,cs
*,me,p0000000
*,los,pp000000
vr,llevaran,vmsi000
*,solo,aq0000
vr,confirmar,vmn0000
*,a,sp000
*,que,cs
*,hora,nc0s000
*,si,cs
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Confie,np00000
*,mucho,rg
*,en,sp000
*,ustedes,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Si,cs
vr,quieres,vmis000
*,te,p0000000
vr,doy,vmip000
*,el,da0000
*,numero,nc0s000
*,de,sp000
pr,pedido,nc0s000
*,de,sp000
*,el,da0000
*,otro,pi000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Puede,vmip000
*,ser,vsn0000
*,en,sp000
*,foto,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Perfecto,aq0000
vr,deja,vmip000
vr,me,pp000000
*,de,sp000
*,la,pp000000
vr,pido,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
*,a,sp000
*,ti,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
vr,estoy,vmip000
*,aqui,nc0s000
*,en,sp000
*,la,da0000
*,oficina,nc0s000
vr,agradeceria,aq0000
*,que,cs
vr,llegaran,vmsi000
ad,antes,rg
*,de,sp000
*,las,da0000
ad,6,z0
*,ya,rg
vr,tengo,vmip000
*,la,da0000
*,copia,nc0s000
*,de,sp000
*,el,da0000
*,ife,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Si,cs
af,muchas,di0000
af,gracias,nc0p000
vr,perdona,vmm0000
vr,me,pp000000
*,por,sp000
*,no,rn
vr,confirmar,vmn0000
vr,te,pp000000
*,pero,cc
*,ya,rg
af,muchas,di0000
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jajajaja,np00000
*,asi,np00000
*,es,vsip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Aun,rg
ng,no,rn
*,se,p0000000
*,me,pp000000
vr,acaban,vmip000
*,las,da0000
*,que,pr000000
vr,pedi,vmip000
*,pero,cc
*,apenas,rg
*,se,p0000000
*,me,pp000000
vr,acaben,vmsp000
*,y,cc
af,claro,rg
*,que,cs
vr,volvere,vmsp000
*,a,sp000
vr,usar,vmn0000
*,este,dd0000
*,medio,nc0s000
*,ten,vmsp000
*,lo,da0000
*,por,sp000
*,seguro,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
pr,promocion,vais000
vr,tiene,vmip000
ad,hoy,rg
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Dos,dn0000
pr,promociones,nc0p000
ad,heladas,nc0p000
*,!!,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
pr,Sillas,nc0p000
*,como,cs
*,la,da0000
*,vez,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pues,cs
af,si,cs
vr,estaria,vmip000
*,muy,rg
ad,bien,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Manda,np00000
*,me,pp000000
ad,5,z0
pr,promociones,nc0p000
*,a,sp000
*,el,da0000
ad,tiempo,nc0s000
*,para,sp000
*,manana,nc0s000
*,!!,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,las,da0000
ad,8,z0
*,de,sp000
*,la,da0000
ad,noche,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pago,nc0s000
*,en,sp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,el,da0000
ad,tiempo,nc0s000
*,por,sp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Numero,nc0s000
*,de,sp000
pr,pedido,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Entonces,rg
vr,manda,vmip000
*,me,pp000000
ad,un,di0000
pr,paquete,nc0s000
*,hoy,rg
*,y,cc
*,otro,pi000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
*,que,cs
*,asi,np00000
*,me,p0000000
vr,des,np00000
*,la,da0000
pr,promo,nc0s000
*,en,sp000
*,cada,di0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,las,da0000
ad,7,z0
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Solo,aq0000
ad,dos,pn000000
*,con,sp000
pr,promocion,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Quiero,vmip000
*,las,da0000
ad,5,z0
*,con,sp000
pr,promocion,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
ad,dos,pn000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,7,z0
*,y,cc
ad,8,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,el,da0000
ad,tiempo,nc0s000
*,todas,di0000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Llego,vmis000
*,a,sp000
*,mi,dp0000
*,casa,nc0s000
*,de,sp000
*,el,da0000
*,trabajo,nc0s000
*,a,sp000
*,las,da0000
*,5,z0
*,y,cc
*,otra,di0000
*,cada,di0000
*,hora,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
*,ves,vmip000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
vr,esta,dd0000
*,y,cc
*,manana,aq0000
-,2,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,esta,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Como,cs
*,me,p0000000
vr,dices,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,y,cc
*,la,da0000
*,hora,nc0s000
*,!,fat
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
vr,quedo,vmip000
*,!,fat
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cuando,cs
vr,tengas,vmip000
pr,promo,nc0s000
*,asi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
*,!,fat
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,si,cs
*,se,p0000000
*,pueden,vmip000
*,mejor,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
*,me,pp000000
vr,entregaron,vmis000
*,el,da0000
*,y,cc
*,te,pp000000
vr,voy,vmip000
*,a,sp000
vr,pedir,vmn0000
*,que,cs
*,ya,rg
ng,no,rn
*,me,pp000000
vr,mandes,vmip000
vr,tengo,vmip000
*,que,cs
vr,salir,vmn0000
*,y,cc
ng,no,rn
vr,voy,vmip000
*,a,sp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Lo,pp000000
vr,dejamos,vmip000
*,para,sp000
*,otra,di0000
*,muchas,di0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
*,tengas,vmip000
*,buenas,aq0000
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,buenas,aq0000
*,tardes,nc0p000
af,si,cs
*,me,p0000000
vr,podras,vmip000
vr,mandar,vmn0000
ad,una,di0000
pr,promocion,nc0s000
*,para,sp000
*,manana,nc0s000
*,a,sp000
*,mediodia,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,esta,dd0000
af,bien,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,gracias,nc0p000
*,Anahi,np00000
*,es,vsip000
*,bueno,aq0000
*,saber,vmn0000
*,de,sp000
*,esto,pd000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,seria,aq0000
*,para,sp000
ad,ahorita,vmn0000
*,todavia,nc0s000
*,no,rn
*,me,pp000000
*,hasta,rg
*,a,sp000
*,que,cs
*,horas,nc0p000
vr,puedo,vmip000
vr,pedir,vmn0000
*,te,pp000000
*,por,sp000
pr,botlers,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,y,cc
*,hoy,rg
*,hasta,sp000
*,que,cs
*,hora,nc0s000
*,anahi,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,cualquier,di0000
*,cosa,nc0s000
*,te,p0000000
*,ten,vmsp000
*,bonita,aq0000
*,noche,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,buenas,aq0000
*,noches,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,pudiera,vmsi000
vr,aprovechar,vmn0000
*,la,da0000
pr,promocion,nc0s000
*,de,sp000
*,ayer,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,lo,pp000000
vr,pedi,vmip000
*,y,cc
*,segun,w
*,me,p0000000
*,lo,pp000000
vr,mandarian,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,por,sp000
*,que,cs
ng,no,rn
*,me,pp000000
vr,contestabas,vmii000
*,que,cs
vr,hago,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,pero,cc
ng,no,rn
vr,llega,vmip000
*,nada,rg
*,hoy,rg
*,entonces,rg
*,verdad,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,bueno,aq0000
vr,ire,nc0s000
*,a,sp000
vr,comprar,vmn0000
*,entonces,rg
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,no,rn
*,me,p0000000
vr,llego,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,no,rn
*,te,p0000000
vr,preocupes,vmsp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,gracias,nc0p000
*,Anahi,np00000
*,ya,rg
*,la,da0000
*,otra,di0000
*,semana,nc0s000
*,te,p0000000
vr,pido,vmip000
*,jejeje,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,podemos,vmip000
vr,programar,vmn0000
*,para,sp000
*,el,da0000
*,sabado,aq0000
*,anahi,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,me,pp000000
vr,parece,vmip000
af,bien,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,deja,vmip000
*,te,pp000000
*,confirmo,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,da,vmip000
*,me,pp000000
ad,1,z0
*,hora,nc0s000
*,jajaja,aq0000
*,para,sp000
*,que,pr000000
*,vaya,vmsp000
*,a,sp000
*,estar,vmn0000
*,mi,dp0000
*,amigo,nc0s000
*,ahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,deja,vmip000
*,le,pp000000
*,llamo,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
ng,no,rn
vr,cambiar,vmn0000
*,direccion,vmic000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,hola,vmip000
*,jaja,nc0s000
*,se,p0000000
*,me,pp000000
*,paso,vmip000
vr,avisar,vmn0000
*,te,pp000000
*,jaja,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,puede,vmip000
vr,ser,vsn0000
*,a,sp000
*,la,da0000
*,misma,di0000
